fk_cuso,fk_dren,consor_nome,AGGREGATO,consor_area,inter_perma_area
"3","4",CONSORZIO IRRIGUO BOCCHETTO TORTORELLO,"23",38.39,10.508
"3","4",POZZO IRRIGUO TORTORELLO,"23",87.78,13.234
"3","4",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,5.153
"3","4",CONSORZIO IRRIGUO SANTA LUCIA,"23",179.97,15.202
"3","4",CONSORZIO IRRIGUO SAN LORENZO,"23",164.67,20.431
"4","5",CONSORZI RIUNITI DI VILLAFRANCA - BEALERA DEI VERDUNI DI CANTOGNO,"12",65.49,45.760
"4","5",CONSORZIO IRRIGUO CHIAMOGNA DEL BOSCO,"12",799.86,49.262
"4","5",CONSORZIO IRRIGUO CANALE DL MOLINO-SCARNAFIGI,"15",1306.48,18.749
"4","5",CANALE COMMENDA (EX ORDINE MAURIZIANO),"15",642.82,91.217
"4","5",CONSORZIO IRRIGUO SAN GIORGIO,"15",1110.83,1.019
"3","2",CONSORZIO IRRIGUO MELLEA SAMBOIRA,"20",683.95,28.308
"3","4",CONSORZIO IRRIGUO FONTANILE PREPOSITURA,"20",823.63,10.466
"3","3",CONSORZIO IRRIGUO MUSSOTTO VACCHERIA LAVANDARO,"29",2547.91,2.649
"4","1",CONSORZIO IRRIGUO CANALE TONELLA,"26",137.80,17.319
"4","1",CONSORZIO IRRIGUO LENS,"26",184.82,3.127
"4","1",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,36.028
"4","1",CONSORZIO IRRIGUO CANALE SERRO,"26",486.86,0.324
"4","1",CONSORZIO IRRIGUO CANALE CARAMELLA,"26",18.62,9.743
"4","1",CONSORZIO IRRIGUO CANALE TONELLA,"26",137.80,0.029
"4","1",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,89.618
"4","1",CONSORZIO IRRIGUO CANALE SERRO,"26",486.86,0.939
"5","1",PARTECIPANZA CANALE MORRA,"21",1746.16,3.213
"5","1",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,70.506
"5","1",PARTECIPANZA CANALE ROERO,"21",2664.62,2.309
"4","1",CONSORZIO IRRIGUO DI CASTELLETTO STURA,"24",787.40,0.025
"4","1",CONSORZIO CANALI ZAPPA & BECCHERA,"25",54.69,26.850
"4","1",CANALE GARAVELLA INFERIORE,"25",458.13,0.318
"4","1",PARTECIPANZA CANALE VERMENAGNA DI SPINETA,"25",2846.60,7.585
"4","1",CONSORZIO IRRIGUO CANALE GRASSA INFERIORE,"25",191.53,61.557
"4","4",CONSORZIO IRRIGUO CANALE PISTOIRA,"27",708.19,3.118
"3","4",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,60.666
"3","4",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,31.231
"3","4",CONSORZIO IRRIGUO ROVARINO MOGLIA,"23",160.90,0.005
"3","4",COUTENZA CANALI RACCONIGI-CARMAGNOLA,"16",1400.63,55.259
"4","1",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,175.910
"3","2",CONSORZIO IRRIGUO CARASSONA,"26",541.21,11.107
"4","1",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,10.160
"4","1",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,7.670
"4","1",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,8.688
"3","2",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,34.516
"2","4",CONSORZIO IRRIGUO TAVOLERA DI TRINITA',"24",1444.14,17.337
"3","1",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,10.869
"3","5",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,95.353
"6","3",CONSORZIO IRRIGUO SAN LORENZO,"23",164.67,20.787
"6","3",CONSORZIO IRRIGUO RIVO MEIRANO,"23",614.50,0.391
"6","3",CONSORZIO IRRIGUO POZZO SAN BERNARDO,"23",102.65,2.631
"2","3",CONSORZIO IRRIGUO CANALE CERETTA,"18",243.38,37.557
"2","3",CONSORZIO IRRIGUO POZZO LA VALLE,"18",179.70,113.718
"2","3",CONSORZIO IRRIGUO POZZO RAMONDA',"18",133.37,0.002
"2","3",CONSORZIO IRRIGUO CANALE LOSA,"18",273.60,0.077
"4","4",C.I. AIATTA,"30",479.90,20.073
"4","4",C.I. BALDISSERESE,"30",341.17,0.289
"3","4",C.I. BALDISSERESE,"30",341.17,2.003
"3","2",CONSORZIO IRRIGUO RIVE DI STURA,"21",221.45,11.326
"3","2",CONSORZIO IRRIGUO POZZO DELFINA,"21",274.74,40.409
"3","2",PARTECIPANZA CANALE RONCHI MIGLIA,"21",1810.43,26.425
"3","2",CONSORZIO DELLA BEALERA LEONA,"21",1568.90,106.868
"3","2",CONSORZIO DELLA BEALERA NUOVA,"21",841.84,41.876
"3","2",CONSORZIO DELLA BEALERA LEONA,"21",1568.90,11.690
"2","3",CONSORZIO IRRIGUO MASSA PRATI DI SOMMARIVA DEL BOSCO,"23",513.78,18.415
"2","4",CONSORZIO IRRIGUO CEVA LESEGNO,"28",875.14,4.569
"4","2",COMUNIONE DI UTENTI BEALERA CHIALVETTA,"14",33.62,3.722
"4","2",CONSORZIO IRRIGUO BEALERA LISSARDA,"14",526.13,7.206
"4","2",CONSORZIO IRRIGUO BEALERA LISSARDA,"14",526.13,4.465
"3","3",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,0.096
"1","3",CONSORZIO IRRIGUO PRATI NUOVI E TANARO SOTTANO,"28",39.28,3.171
"1","3",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,59.363
"1","3",CONSORZIO IRRIGUO BEALERE INTERNE (LEQUIO TANARO),"24",548.23,4.863
"2","4",CONSORZIO IRRIGUO POZZO PIGNOLO,"18",101.37,31.601
"2","4",CONSORZIO IRRIGUO POZZO S. BERNARDO,"18",128.86,51.864
"2","4",CONSORZIO IRRIGUO POZZO CIOCCA,"18",129.12,97.071
"2","4",CONSORZIO ESTRAZIONE IDRICA POZZO ATTISANO,"18",76.61,6.594
"2","4",CONSORZIO IRRIGUO CANALE ATTISSANO,"18",791.18,256.216
"4","1",CONSORZIO IRRIGUO POZZO SANTO STEFANO,"21",135.66,0.319
"4","1",CONSORZIO DELLA BEALERA LEONA,"21",1568.90,3.321
"1","3",CONSORZIO IRRIGUO CANALE LAVATORE,"24",57.77,0.235
"2","4",CONSORZIO D'IRRIGAZIONE DI CASALGRASSO,"16",254.62,63.342
"2","4",CONSORZIO IRRIGUO FULLIA,"16",232.47,134.087
"3","5",CONSORZIO IRRIGUO CANALE DEL MULINO,"16",314.78,0.325
"2","4",CONSORZIO D'IRRIGAZIONE DI CASALGRASSO,"16",254.62,8.977
"2","4",CONSORZIO IRRIGUO FULLIA,"16",232.47,19.767
"2","3",C.I. LAIONE ACQUE,"30",245.50,14.351
"4","2",CONSORZIO IRRIGUO BEALERA LISSARDA,"14",526.13,7.913
"4","2",CONSORZIO IRRIGUO BOCCIARDA,"14",40.60,0.021
"4","2",CONSORZIO IRRIGUO MADONNA DELLA NEVE,"14",115.20,12.680
"4","2",CONSORZIO IRRIGUO BEALERA LISSARDA,"14",526.13,4.412
"4","2",CONSORZIO IRRIGUO BEDALE DI CAVOUR,"12",2042.24,0.500
"3","2",CONSORZIO IRRIGUO CARASSONA,"26",541.21,12.808
"3","2",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,1.452
"2","3",CONSORZIO IRRIGUO E MIGLIORAMENTO FONDIARIO CANALE NAVIGLIO DI BRA,"23",1569.47,32.899
"7","1",CONSORZIO IRRIGUO MATTONOTTO,"15",216.14,9.259
"7","1",CONSORZIO IRRIGUO FALICETTO SUD,"15",233.97,4.044
"7","1",CONSORZIO IRRIGUO POZZO SAN EUGENIO,"18",274.37,0.862
"7","1",CONSORZIO IRRIGUO COSTIGLIOLE DI SALUZZO,"15",792.65,0.897
"7","1",CONSORZIO IRRIGUO VERZUOLO EST,"15",1189.25,2.936
"3","5",CONSORZIO IRRIGUO POZZI BRAIDA LUNGA E PRATA S.SALVATORE,"18",193.67,50.927
"3","5",CONSORZIO IRRIGUO POZZO SAN MICHELE,"18",145.44,3.600
"3","5",CONSORZIO IRRIGUO POZZO MONSOLA,"18",91.24,3.871
"3","5",CONSORZIO IRRIGUO FERRATI,"20",96.64,85.085
"3","5",CONSORZIO IRRIGUO CASALITO,"20",359.31,196.942
"3","5",CONSORZIO IRRIGUO CANALE CORTE,"20",189.47,0.668
"3","5",CONSORZIO IRRIGUO CELEBRINI,"20",474.20,274.801
"3","5",CONSORZIO IRRIGUO FONTANILE PREPOSITURA,"20",823.63,49.588
"3","5",CONSORZIO CENTALLO IRRIGAZIONE AGGREGATA,"20",741.35,24.811
"3","5",CONSORZIO PIOVANI IRRIGAZIONE AGGREGATA,"20",1571.61,44.993
"3","5",CONSORZIO IRRIGUO MELLEA SAMBOIRA,"20",683.95,110.861
"3","3",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,35.121
"2","2",ASSOCIAZIONE CONSORZIO IRRIGUO VIA DI ROMANI E ROCCABIGLIERA,"15",780.70,177.508
"2","2",CONSORZIO IRRIGUO BEALERA DI CAMPAGNOLE,"15",493.15,22.590
"4","5",REVELLO,"14",4124.83,143.959
"1","3",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,33.127
"6","3",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,0.830
"5","1",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,18.538
"1","3",CONSORZIO IRRIGUO DI MONCHIERO,"29",71.99,19.262
"4","1",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,19.913
"4","4",C.I. DEL ROERO,"0",129.83,1.316
"3","4",C.I. BALDISSERESE,"30",341.17,7.018
"4","1",CONSORZIO IRRIGUO TAGLIATA,"26",214.23,12.577
"7","1",CONSORZIO IRRIGUO BEALERE PIATTONEA & DAVID,"25",154.43,18.613
"7","1",CONSORZIO CANALE GARAVELLA SUPERIORE,"25",30.43,17.086
"7","1",CANALE GRASSA SUPERIORE,"25",15.51,7.324
"7","1",PARTECIPANZA BEALERA GROSSA DI CUNEO,"25",445.38,18.251
"7","1",PARTECIPANZA CANALE MORRA,"21",1746.16,3.491
"7","1",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,9.391
"7","1",CONSORZIO IRRIGUO BEALERA NUOVA 2,"25",287.73,26.100
"7","1",PARTECIPANZA CANALE ROERO,"21",2664.62,0.081
"7","1",EX PARTECIPANZA CANALE NAVIGLIO DI BOVES E SPINETTA,"25",1970.13,3.390
"7","1",CONSORZIO CANALI ZAPPA & BECCHERA,"25",54.69,4.224
"7","1",CONSORZIO CANALI LUPA - LUPOTTO - DOLCE & RESIGA,"25",292.40,3.202
"7","1",CONSORZIO IRRIGUO CANALE GRASSA INFERIORE,"25",191.53,0.757
"4","1",CONSORZIO IRRIGUO BEALERE PIATTONEA & DAVID,"25",154.43,90.052
"4","1",CONSORZIO CANALE GARAVELLA SUPERIORE,"25",30.43,0.350
"4","1",CANALE GRASSA SUPERIORE,"25",15.51,6.059
"4","1",BEALERA GERBINA,"25",21.20,21.035
"4","1",PARTECIPANZA BEALERA GROSSA DI CUNEO,"25",445.38,70.530
"4","1",CONSORZIO IRRIGUO BEALERA PRAVERO,"25",186.67,2.088
"4","1",EX PARTECIPANZA CANALE NAVIGLIO DI BOVES E SPINETTA,"25",1970.13,219.851
"4","1",CONSORZIO CANALI LUPA - LUPOTTO - DOLCE & RESIGA,"25",292.40,28.167
"2","4",CONSORZIO IRRIGUO BOCCHETTO TORTORELLO,"23",38.39,24.221
"2","4",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,4.806
"2","4",CONSORZIO IRRIGUO SAN LORENZO,"23",164.67,1.515
"2","4",CONSORZIO IRRIGUO RIVO MEIRANO,"23",614.50,26.217
"4","4",CONSORZIO IRRIGUO BEALERA NUOVA 1,"27",324.39,25.923
"4","4",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,7.273
"4","4",CONSORZIO BEALERA FERRETTA,"27",338.67,38.542
"4","4",CONSORZIO IRRIGUO CANALE PISTOIRA,"27",708.19,77.707
"1","3",CONSORZIO DI IRRIGAZIONE DEL GALLINO,"29",72.21,0.932
"1","3",UTENZA IRRGUA DI SAN CASSIANO,"29",54.04,9.872
"1","3",CONSORZIO IRRIGUO CANALE VIVARO,"29",250.65,23.723
"1","3",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,159.664
"1","3",CONSORZIO IRRIGUO E MIGLIORAMENTO FONDIARIO CANALE NAVIGLIO DI BRA,"23",1569.47,0.217
"1","3",CONSORZIO IRRIGUO NAVIGLIO DI CHERASCO,"23",952.70,84.704
"5","1",CONSORZIO CANALI ZAPPA & BECCHERA,"25",54.69,22.998
"5","1",PARTECIPANZA CANALE VERMENAGNA DI SPINETA,"25",2846.60,8.955
"5","1",CONSORZIO CANALI LUPA - LUPOTTO - DOLCE & RESIGA,"25",292.40,8.936
"5","1",CONSORZIO IRRIGUO CANALE GRASSA INFERIORE,"25",191.53,57.900
"5","1",CONSORZIO CANALE BEALOTTO,"25",125.70,4.117
"2","3",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,26.991
"3","2",CONSORZIO IRRIGUO TETTO BIANCO,"21",21.11,6.552
"3","2",CONSORZIO IRRIGUO RIVE DI STURA,"21",221.45,18.400
"3","2",CONSORZIO IRRIGUO CENTRIFUGA DI ROATA CHIUSANI,"21",344.11,137.442
"3","2",PARTECIPANZA CANALE ROERO,"21",2664.62,7.150
"3","2",PARTECIPANZA CANALE RONCHI MIGLIA,"21",1810.43,314.066
"3","3",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,111.180
"3","4",DESTRA STURA BEALERA MAESTRA,"24",122.15,4.054
"3","5",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,476.285
"3","5",CONSORZIO IRRIGUO TAVOLERA DI TRINITA',"24",1444.14,55.455
"3","5",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,66.146
"1","3",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,9.728
"3","5",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,7.033
"3","1",CONSORZIO IRRIGUO DERIVAZIONE PERTUSATA A CHERASCO,"23",762.04,100.694
"3","1",CONSORZIO DI MIGLIORAMENTO FONDIARIO BORGONUOVO - SAN MARTINO- SAN MARCO,"23",164.72,0.039
"3","1",CONSORZIO IRRIGUO CANALE PERTUSATA DI BRA,"23",581.37,293.248
"6","3",CONSORZIO IRRIGUO DERIVAZIONE PERTUSATA A CHERASCO,"23",762.04,10.520
"3","2",EX PARTECIPANZA CANALE NAVIGLIO DI BOVES E SPINETTA,"25",1970.13,4.455
"3","2",PARTECIPANZA CANALE VERMENAGNA DI SPINETA,"25",2846.60,525.862
"3","2",CONSORZIO IRRIGUO PAS BADIN,"26",98.94,60.380
"3","2",CONSORZIO IRRIGUO TAGLIATA,"26",214.23,142.984
"5","1",CONSORZIO CANALE GARAVELLA SUPERIORE,"25",30.43,12.977
"5","1",CANALE GRASSA SUPERIORE,"25",15.51,1.520
"4","1",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,9.132
"4","5",CONSORZIO IRRIGUO BOSCHETTI,"21",209.53,4.879
"4","5",CONSORZO IRRIGUO CANALE INFERNOTTO-ROGGIA ROELLA E MOLINO DELLA VILLA,"20",611.11,46.752
"4","5",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,0.056
"3","4",CONSORZIO IRRIGUO BEALERA NUOVA 1,"27",324.39,105.433
"3","4",CONSORZIO BEALERA FERRETTA,"27",338.67,40.715
"3","5",CONSORZIO IRRIGUO CARASSONA,"26",541.21,0.647
"3","5",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,3.501
"4","3",C.I. RIDDONE,"30",177.62,42.833
"4","5",CONSORZIO IRRIGUO SAN GIORGIO,"15",1110.83,43.855
"3","4",CONSORZIO IRRIGUO MESSONANIA,"20",110.40,56.674
"3","4",CONSORZIO IRRIGUO BOSCHETTI,"21",209.53,102.247
"3","4",CONSORZIO IRRIGUO MELLEA DUEMILA,"20",298.78,0.466
"3","4",CONSORZO IRRIGUO CANALE INFERNOTTO-ROGGIA ROELLA E MOLINO DELLA VILLA,"20",611.11,82.781
"3","4",CONSORZIO IRRIGUO MADONNA DELLE GRAZIE,"21",274.37,1.975
"3","4",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,54.485
"3","4",CONSORZIO CENTALLO IRRIGAZIONE AGGREGATA,"20",741.35,132.992
"3","4",CONSORZIO IRRIGUO POZZO MASCHE,"18",139.19,10.172
"3","4",CONSORZIO IRRIGUO PRABOSCATO VAL DI CORTE,"23",39.05,25.631
"3","4",CONSORZIO POZZO GOLZIO,"23",79.64,38.482
"3","4",CONSORZIO DI IRRIGAZIONE MANIGA-PRALASSI,"23",66.69,1.016
"3","4",CONSORZIO IRRIGUO BEALERA VILLA,"23",123.05,45.137
"3","4",CONSORZIO IRRIGUO ROVARINO MOGLIA,"23",160.90,0.002
"3","4",AGGREGAZIONE IRRIGUA POZZI MARCHISA,"23",87.57,15.288
"3","4",CONSORZIO IRRIGUO POZZO MANIGA,"23",132.41,66.501
"3","3",C.I. SANT'ANNA DI BERNEZZO,"22",499.92,56.819
"3","3",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,41.192
"3","3",PARTECIPANZA CANALE ROERO,"21",2664.62,117.946
"2","4",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,0.277
"3","4",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,3.368
"3","3",POZZO VERDIERO,"23",9.52,9.511
"3","3",CONSORZIO IRRIGUO E MIGLIORAMENTO FONDIARIO CANALE NAVIGLIO DI BRA,"23",1569.47,22.528
"3","3",CONSORZIO IRRIGUO NAVIGLIO DI CHERASCO,"23",952.70,47.340
"1","3",CONSORZIO IRRIGUO LA FRASCHEA,"14",322.51,6.662
"1","3",CONSORZIO IRRIGUO POZZO PROPANOT,"14",253.84,8.345
"1","3",CONSORZIO IRRIGUO POZZO CAMPAGNOLE,"14",81.56,34.578
"1","3",CONSORZIO IRRIGUO TETTO ALTO,"14",83.36,41.912
"1","3",REVELLO,"14",4124.83,685.481
"4","2",CONSORZIO IRRIGUO BEALERA LISSARDA,"14",526.13,13.462
"6","3",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,2.431
"3","3",CONSORZIO IRRIGUO NUCLEO TETTI SPERTINI,"16",155.85,123.130
"3","3",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,2.822
"3","3",CONSORZIO IRRIGUO LA PRESIDENZA RAMO BUSCA,"19",1010.13,18.554
"4","2",CONSORZIO IRRIGUO BEALERE INTERNE (LEQUIO TANARO),"24",548.23,34.898
"3","5",ASSOCIAZIONE POZZO IRRIGUO N°2112,"16",86.42,4.002
"4","5",ASSOCIAZIONE CONSORZIO IRRIGUO VIA DI ROMANI E ROCCABIGLIERA,"15",780.70,8.224
"4","5",CONSORZIO IRRIGUO BEALERA DI CAMPAGNOLE,"15",493.15,37.682
"4","5",CONSORZIO IRRIGUO DEL PILONE,"15",1246.78,44.601
"3","4",CONSORZIO IRRIGUO FERRATI,"20",96.64,11.508
"3","4",CONSORZIO IRRIGUO FONTANILE PREPOSITURA,"20",823.63,108.550
"3","4",UTENZE CHEVALLEY,"20",127.38,11.921
"2","4",CONSORZIO IRRIGUO SAN GIORGIO,"15",1110.83,94.842
"3","2",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,30.729
"4","1",CONSORZIO IRRIGUO MURAZZO -SAN SEBASTIANO,"21",178.72,31.272
"4","1",CONSORZIO DELLA BEALERA LEONA,"21",1568.90,49.723
"3","3",COMUNE DI VILLAR SAN COSTANZO-CANALE COMELLA,"19",505.48,0.098
"3","3",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,139.368
"2","2",CONSORZIO IRRIGUO CANALE VIVARO,"29",250.65,163.082
"4","1",CONSORZIO IRRIGUO CANALE GAMBERERA,"26",160.78,2.546
"4","1",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,86.238
"3","2",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,101.937
"3","2",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,7.089
"2","4",CONSORZIO IRRIGUO MACRA MORTA-PEROSA JUSINA,"16",295.76,1.852
"2","4",ASSOCIAZIONE POZZO IRRIGUO N°2112,"16",86.42,82.376
"2","4",CONSORZIO IRRIGUO CANALE DEL MULINO,"16",314.78,49.334
"2","4",CONSORZIO IRRIGUO FULLIA,"16",232.47,63.713
"2","4",UTENTI SINGOLI RACCONIGI CARMAGNOLA,"16",30.35,10.120
"3","2",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,166.648
"1","3",MORIGLIONE NOVELLO,"29",73.57,42.737
"3","4",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,107.905
"3","5",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,119.768
"1","3",CONSORZIO DEL MOLINO DI NARZOLE,"0",40.13,8.811
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"2","2",CONSORZIO IRRIGUO FALICETTO SUD,"15",233.97,19.690
"2","2",CONSORZIO IRRIGUO VERZUOLO EST,"15",1189.25,19.690
"2","2",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,23.413
"2","4",CONSORZIO IRRIGUO RIVO MEIRANO,"23",614.50,0.070
"5","4",CONSORZIO IRRIGUO PIETRE SCRITTE O DEL MOLCONSIGLIO,"15",299.24,1.542
"5","4",CONSORZIO IRRIGUO BEDARELLO,"15",771.39,25.146
"5","4",CONSORZIO IRRIGUO SANT'EUSEBIO E MORINE DI SALUZZO,"15",807.04,36.261
"5","4",CONSORZIO IRRIGUO SETTE SALTI,"15",584.67,5.406
"2","2",CONSORZIO IRRIGUO CANALE DL MOLINO-SCARNAFIGI,"15",1306.48,27.168
"2","2",CONSORZIO IRRIGUO POZZO SANT'ANNA,"15",31.67,0.000
"2","2",CONSORZIO IRRIGUO SERRAVALLE DI PIASCO,"15",127.11,2.481
"2","2",CONSORZIO IRRIGUO MATTONOTTO,"15",216.14,70.995
"2","2",CONSORZIO IRRIGUO SANT'ELENA,"15",74.82,38.357
"2","2",CONSORZIO IRRIGUO MATTONA,"0",133.60,2.134
"2","2",CONSORZIO IRRIGUO FALICETTO SUD,"15",233.97,125.741
"2","2",CONSORZIO IRRIGUO PILONE SAN GIOVANNI,"15",260.93,72.796
"2","2",CONSORZIO IRRIGUO RIO TORTO-BEALERE RIUNITE,"15",83.06,2.471
"2","2",CONSORZIO IRRIGUO TORRENTE VARAITA,"15",361.92,111.561
"2","2",CONSORZIO IRRIGUO SAN BERNARDO DI VENASCA,"15",132.04,15.755
"2","2",CANALE COMMENDA (EX ORDINE MAURIZIANO),"15",642.82,7.680
"2","2",CONSORZIO IRRIGUO DELLA POMPA VILLANOVETTA,"15",60.82,0.342
"2","2",CONSORZIO IRRIGUO CHIAMINA,"15",67.49,61.633
"2","2",CONSORZIO IRRIGUO BEDALE DEL CORSO-VILLANOVETTA,"15",129.86,8.498
"2","2",CONSORZIO IRRIGUO COSTIGLIOLE DI SALUZZO,"15",792.65,139.472
"2","2",CONSORZIO IRRIGUO VERZUOLO EST,"15",1189.25,191.308
"2","2",CONSORZIO IRRIGUO CANALE DEL MULINO-LAGNASCO,"15",666.83,127.063
"4","2",CONSORZIO IDRICO DELLA TAGLIATA,"23",82.56,3.087
"4","2",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,7.812
"4","2",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,1.644
"1","3",CONSORZIO IRRIGUO CANALE DL MOLINO-SCARNAFIGI,"15",1306.48,784.693
"1","3",CONSORZIO IRRIGUO VERRINA,"15",39.18,27.242
"1","3",CONSORZIO IRRIGUO SAN GIORGIO,"15",1110.83,0.227
"2","2",CONSORZIO IRRIGUO ROCCA CURSAGLIE,"12",234.07,21.386
"2","2",CONSORZIO IRRIGUO BEDALE DI CAVOUR,"12",2042.24,563.738
"2","2",CONSORZIO IRRIGUO CHIAMOGNA DEL BOSCO,"12",799.86,3.448
"4","2",CONSORZIO IRRIGUO BEALERA LISSARDA,"14",526.13,9.065
"2","2",CONSORZIO IRRIGUO BEDALE DI CAVOUR,"12",2042.24,36.724
"2","2",CONSORZIO IRRIGUO CHIAMOGNA DEL BOSCO,"12",799.86,49.485
"1","3",CONSORZIO IRRIGUO TORRE ROA',"21",86.86,45.356
"1","3",CONSORZIO IRRIGUO MESSONANIA,"20",110.40,0.193
"1","3",CONSORZIO IRRIGUO CASALITO,"20",359.31,6.062
"1","3",CONSORZIO IRRIGUO MELLEA DUEMILA,"20",298.78,0.278
"1","3",CONSORZIO IRRIGUO CANALE CORTE,"20",189.47,0.000
"1","3",CONSORZO IRRIGUO CANALE INFERNOTTO-ROGGIA ROELLA E MOLINO DELLA VILLA,"20",611.11,4.708
"1","3",CONSORZIO IRRIGUO TETTO CHIOT,"21",98.91,30.953
"1","3",CONSORZIO IRRIGUO MADONNA DELLE GRAZIE,"21",274.37,33.043
"1","3",PARTECIPANZA CANALE MORRA,"21",1746.16,154.529
"1","3",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,284.281
"1","3",CONSORZIO CENTALLO IRRIGAZIONE AGGREGATA,"20",741.35,113.224
"1","3",CONSORZIO IRRIGUO MELLEA SAMBOIRA,"20",683.95,17.691
"1","3",PARTECIPANZA CANALE ROERO,"21",2664.62,104.129
"1","3",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,0.370
